customer_id,day,predicted_activity
1133163,Day +2,0.01
1133163,Day +3,0.0
1133163,Day +4,0.01
1133163,Day +5,0.01
1133163,Day +6,0.01
1133163,Day +7,0.0
1133341,Day +1,0.02
1133341,Day +2,0.01
1133341,Day +3,0.0
1133341,Day +4,0.01
1133341,Day +5,0.01
1133341,Day +6,0.01
1133341,Day +7,0.0
1133487,Day +1,0.02
1133487,Day +2,0.01
1133487,Day +3,0.0
1133487,Day +4,0.01
1133487,Day +5,0.01
1133487,Day +6,0.01
1133487,Day +7,0.0
1133875,Day +1,0.02
1133875,Day +2,0.01
1133875,Day +3,0.0
1133875,Day +4,0.01
1133875,Day +5,0.01
1133875,Day +6,0.01
1133875,Day +7,0.0
1133972,Day +1,0.02
1133972,Day +2,0.01
1133972,Day +3,0.0
1133972,Day +4,0.01
1133972,Day +5,0.01
1133972,Day +6,0.0
1133972,Day +7,0.0
1134416,Day +1,0.02
1134416,Day +2,0.01
1134416,Day +3,0.0
1134416,Day +4,0.01
1134416,Day +5,0.01
1134416,Day +6,0.01
1134416,Day +7,0.0
1134458,Day +1,0.02
1134458,Day +2,0.01
1134458,Day +3,0.0
1134458,Day +4,0.01
1134458,Day +5,0.01
1134458,Day +6,0.01
1134458,Day +7,0.0
1134892,Day +1,0.02
1134892,Day +2,0.01
1134892,Day +3,0.0
1134892,Day +4,0.01
1134892,Day +5,0.01
1134892,Day +6,0.01
1134892,Day +7,0.0
1134900,Day +1,0.02
1134900,Day +2,0.01
1134900,Day +3,0.0
1134900,Day +4,0.01
1134900,Day +5,0.01
1134900,Day +6,0.01
1134900,Day +7,0.0
1013524,Day +1,0.02
1013524,Day +2,0.01
1013524,Day +3,0.0
1013524,Day +4,0.01
1013524,Day +5,0.01
1013524,Day +6,0.01
1013524,Day +7,0.0
1135711,Day +1,0.02
1135711,Day +2,0.01
1135711,Day +3,0.0
1135711,Day +4,0.01
1135711,Day +5,0.01
1135711,Day +6,0.01
1135711,Day +7,0.0
1136565,Day +1,0.02
1136565,Day +2,0.01
1136565,Day +3,0.0
1136565,Day +4,0.01
1136565,Day +5,0.01
1136565,Day +6,0.01
1136565,Day +7,0.0
1013679,Day +1,0.02
1013679,Day +2,0.01
1013679,Day +3,0.0
1013679,Day +4,0.01
1013679,Day +5,0.01
1013679,Day +6,0.01
1013679,Day +7,0.0
101368,Day +1,0.02
101368,Day +2,0.01
101368,Day +3,0.0
101368,Day +4,0.01
101368,Day +5,0.01
101368,Day +6,0.01
101368,Day +7,0.0
1137524,Day +1,0.02
1137524,Day +2,0.01
1137524,Day +3,0.0
1137524,Day +4,0.01
1137524,Day +5,0.01
1137524,Day +6,0.01
1137524,Day +7,0.0
1137590,Day +1,0.02
1137590,Day +2,0.01
1137590,Day +3,0.0
1137590,Day +4,0.01
1137590,Day +5,0.01
1137590,Day +6,0.01
1137590,Day +7,0.0
1013771,Day +1,0.02
1013771,Day +2,0.01
1013771,Day +3,0.0
1013771,Day +4,0.01
1013771,Day +5,0.01
1013771,Day +6,0.01
1013771,Day +7,0.0
113797,Day +1,0.02
113797,Day +2,0.01
113797,Day +3,0.0
113797,Day +4,0.01
113797,Day +5,0.01
113797,Day +6,0.01
113797,Day +7,0.0
1138015,Day +1,0.02
1138015,Day +2,0.01
1138015,Day +3,0.0
1138015,Day +4,0.01
1138015,Day +5,0.01
1138015,Day +6,0.01
1138015,Day +7,0.0
1138835,Day +1,0.02
1138835,Day +2,0.01
1138835,Day +3,0.0
1138835,Day +4,0.01
1138835,Day +5,0.01
1138835,Day +6,0.01
1138835,Day +7,0.0
1139069,Day +1,0.02
1139069,Day +2,0.01
1139069,Day +3,0.0
1139069,Day +4,0.01
1139069,Day +5,0.01
1139069,Day +6,0.01
1139069,Day +7,0.0
1139197,Day +1,0.02
1139197,Day +2,0.01
1139197,Day +3,0.0
1139197,Day +4,0.01
1139197,Day +5,0.01
1139197,Day +6,0.01
1139197,Day +7,0.0
1139214,Day +1,0.02
1139214,Day +2,0.01
1139214,Day +3,0.0
1139214,Day +4,0.01
1139214,Day +5,0.01
1139214,Day +6,0.01
1139214,Day +7,0.0
113975,Day +1,0.02
113975,Day +2,0.01
113975,Day +3,0.0
113975,Day +4,0.01
113975,Day +5,0.01
113975,Day +6,0.01
113975,Day +7,0.0
1139859,Day +1,0.02
1139859,Day +2,0.01
1139859,Day +3,0.0
1139859,Day +4,0.01
1139859,Day +5,0.01
1139859,Day +6,0.01
1139859,Day +7,0.0
1140666,Day +1,0.02
1140666,Day +2,0.01
1140666,Day +3,0.0
1140666,Day +4,0.01
1140666,Day +5,0.01
1140666,Day +6,0.01
1140666,Day +7,0.0
1140783,Day +1,0.02
1140783,Day +2,0.01
1140783,Day +3,0.0
1140783,Day +4,0.01
1140783,Day +5,0.01
1140783,Day +6,0.01
1140783,Day +7,0.0
1140910,Day +1,0.02
1140910,Day +2,0.01
1140910,Day +3,0.0
1140910,Day +4,0.01
1140910,Day +5,0.01
1140910,Day +6,0.01
1140910,Day +7,0.0
1141081,Day +1,0.02
1141081,Day +2,0.01
1141081,Day +3,0.0
1141081,Day +4,0.01
1141081,Day +5,0.01
1141081,Day +6,0.01
1141081,Day +7,0.0
1141231,Day +1,0.02
1141231,Day +2,0.01
1141231,Day +3,0.0
1141231,Day +4,0.01
1141231,Day +5,0.01
1141231,Day +6,0.01
1141231,Day +7,0.0
1014282,Day +1,0.02
1014282,Day +2,0.01
1014282,Day +3,0.0
1014282,Day +4,0.01
1014282,Day +5,0.01
1014282,Day +6,0.01
1014282,Day +7,0.0
1142312,Day +1,0.02
1142312,Day +2,0.01
1142312,Day +3,0.0
1142312,Day +4,0.01
1142312,Day +5,0.01
1142312,Day +6,0.01
1142312,Day +7,0.0
1142428,Day +1,0.02
1142428,Day +2,0.01
1142428,Day +3,0.0
1142428,Day +4,0.01
1142428,Day +5,0.01
1142428,Day +6,0.01
1142428,Day +7,0.0
1142581,Day +1,0.02
1142581,Day +2,0.01
1142581,Day +3,0.0
1142581,Day +4,0.01
1142581,Day +5,0.01
1142581,Day +6,0.01
1142581,Day +7,0.0
1142601,Day +1,0.02
1142601,Day +2,0.01
1142601,Day +3,0.0
1142601,Day +4,0.01
1142601,Day +5,0.01
1142601,Day +6,0.01
1142601,Day +7,0.0
1142726,Day +1,0.02
1142726,Day +2,0.01
1142726,Day +3,0.0
1142726,Day +4,0.01
1142726,Day +5,0.01
1142726,Day +6,0.01
1142726,Day +7,0.0
1014313,Day +1,0.02
1014313,Day +2,0.01
1014313,Day +3,0.0
1014313,Day +4,0.01
1014313,Day +5,0.01
1014313,Day +6,0.01
1014313,Day +7,0.0
1143152,Day +1,0.02
1143152,Day +2,0.01
1143152,Day +3,0.0
1143152,Day +4,0.01
1143152,Day +5,0.01
1143152,Day +6,0.01
1143152,Day +7,0.0
114324,Day +1,0.02
114324,Day +2,0.01
114324,Day +3,0.0
114324,Day +4,0.01
114324,Day +5,0.01
114324,Day +6,0.01
114324,Day +7,0.0
1143314,Day +1,0.02
1143314,Day +2,0.01
1143314,Day +3,0.0
1143314,Day +4,0.01
1143314,Day +5,0.01
1143314,Day +6,0.01
1143314,Day +7,0.0
1143576,Day +1,0.02
1143576,Day +2,0.01
1143576,Day +3,0.0
1143576,Day +4,0.01
1143576,Day +5,0.01
1143576,Day +6,0.01
1143576,Day +7,0.0
1143882,Day +1,0.02
1143882,Day +2,0.01
1143882,Day +3,0.0
1143882,Day +4,0.01
1143882,Day +5,0.01
1143882,Day +6,0.01
1143882,Day +7,0.0
1014409,Day +1,0.02
1014409,Day +2,0.01
1014409,Day +3,0.0
1014409,Day +4,0.01
1014409,Day +5,0.01
1014409,Day +6,0.01
1014409,Day +7,0.0
1144050,Day +1,0.02
1144050,Day +2,0.01
1144050,Day +3,0.0
1144050,Day +4,0.01
1144050,Day +5,0.01
1144050,Day +6,0.01
1144050,Day +7,0.0
1144222,Day +1,0.02
1144222,Day +2,0.01
1144222,Day +3,0.0
1144222,Day +4,0.01
1144222,Day +5,0.01
1144222,Day +6,0.01
1144222,Day +7,0.0
1144573,Day +1,0.02
1144573,Day +2,0.01
1144573,Day +3,0.0
1144573,Day +4,0.01
1144573,Day +5,0.01
1144573,Day +6,0.01
1144573,Day +7,0.0
1145433,Day +1,0.02
1145433,Day +2,0.01
1145433,Day +3,0.0
1145433,Day +4,0.01
1145433,Day +5,0.01
1145433,Day +6,0.01
1145433,Day +7,0.0
114578,Day +1,0.02
114578,Day +2,0.01
114578,Day +3,0.0
114578,Day +4,0.01
114578,Day +5,0.01
114578,Day +6,0.01
114578,Day +7,0.0
1014610,Day +1,0.02
1014610,Day +2,0.01
1014610,Day +3,0.0
1014610,Day +4,0.01
1014610,Day +5,0.01
1014610,Day +6,0.01
1014610,Day +7,0.0
1145873,Day +1,0.02
1145873,Day +2,0.01
1145873,Day +3,0.0
1145873,Day +4,0.01
1145873,Day +5,0.01
1145873,Day +6,0.01
1145873,Day +7,0.0
1145900,Day +1,0.02
1145900,Day +2,0.01
1145900,Day +3,0.0
1145900,Day +4,0.01
1145900,Day +5,0.01
1145900,Day +6,0.01
1145900,Day +7,0.0
114618,Day +1,0.02
114618,Day +2,0.01
114618,Day +3,0.0
114618,Day +4,0.01
114618,Day +5,0.01
114618,Day +6,0.01
114618,Day +7,0.0
1146212,Day +1,0.02
1146212,Day +2,0.01
1146212,Day +3,0.0
1146212,Day +4,0.01
1146212,Day +5,0.01
1146212,Day +6,0.01
1146212,Day +7,0.0
1146389,Day +1,0.02
1146389,Day +2,0.01
1146389,Day +3,0.0
1146389,Day +4,0.01
1146389,Day +5,0.01
1146389,Day +6,0.01
1146389,Day +7,0.0
1146405,Day +1,0.02
1146405,Day +2,0.01
1146405,Day +3,0.0
1146405,Day +4,0.01
1146405,Day +5,0.01
1146405,Day +6,0.01
1146405,Day +7,0.0
1146441,Day +1,0.02
1146441,Day +2,0.01
1146441,Day +3,0.0
1146441,Day +4,0.01
1146441,Day +5,0.01
1146441,Day +6,0.01
1146441,Day +7,0.0
1014702,Day +1,0.02
1014702,Day +2,0.01
1014702,Day +3,0.0
1014702,Day +4,0.01
1014702,Day +5,0.01
1014702,Day +6,0.01
1014702,Day +7,0.0
1146788,Day +1,0.02
1146788,Day +2,0.01
1146788,Day +3,0.0
1146788,Day +4,0.01
1146788,Day +5,0.01
1146788,Day +6,0.01
1146788,Day +7,0.0
1146908,Day +1,0.02
1146908,Day +2,0.01
1146908,Day +3,0.0
1146908,Day +4,0.01
1146908,Day +5,0.01
1146908,Day +6,0.01
1146908,Day +7,0.0
1147125,Day +1,0.02
1147125,Day +2,0.01
1147125,Day +3,0.0
1147125,Day +4,0.01
1147125,Day +5,0.01
1147125,Day +6,0.01
1147125,Day +7,0.0
1147155,Day +1,0.02
1147155,Day +2,0.01
1147155,Day +3,0.0
1147155,Day +4,0.01
1147155,Day +5,0.01
1147155,Day +6,0.01
1147155,Day +7,0.0
1147426,Day +1,0.02
1147426,Day +2,0.01
1147426,Day +3,0.0
1147426,Day +4,0.01
1147426,Day +5,0.02
1147426,Day +6,0.0
1147426,Day +7,0.0
1147572,Day +1,0.02
1147572,Day +2,0.01
1147572,Day +3,0.0
1147572,Day +4,0.01
1147572,Day +5,0.01
1147572,Day +6,0.01
1147572,Day +7,0.0
1147604,Day +1,0.02
1147604,Day +2,0.01
1147604,Day +3,0.0
1147604,Day +4,0.01
1147604,Day +5,0.01
1147604,Day +6,0.01
1147604,Day +7,0.0
114798,Day +1,0.02
114798,Day +2,0.01
114798,Day +3,0.0
114798,Day +4,0.01
114798,Day +5,0.01
114798,Day +6,0.01
114798,Day +7,0.0
1148463,Day +1,0.02
1148463,Day +2,0.01
1148463,Day +3,0.0
1148463,Day +4,0.01
1148463,Day +5,0.01
1148463,Day +6,0.01
1148463,Day +7,0.0
1014868,Day +1,0.02
1014868,Day +2,0.01
1014868,Day +3,0.0
1014868,Day +4,0.01
1014868,Day +5,0.01
1014868,Day +6,0.0
1014868,Day +7,0.0
1148609,Day +1,0.02
1148609,Day +2,0.01
1148609,Day +3,0.0
1148609,Day +4,0.01
1148609,Day +5,0.01
1148609,Day +6,0.01
1148609,Day +7,0.0
1148812,Day +1,0.02
1148812,Day +2,0.01
1148812,Day +3,0.0
1148812,Day +4,0.01
1148812,Day +5,0.01
1148812,Day +6,0.01
1148812,Day +7,0.0
1148920,Day +1,0.02
1148920,Day +2,0.01
1148920,Day +3,0.0
1148920,Day +4,0.01
1148920,Day +5,0.01
1148920,Day +6,0.01
1148920,Day +7,0.0
1148944,Day +1,0.02
1148944,Day +2,0.01
1148944,Day +3,0.0
1148944,Day +4,0.01
1148944,Day +5,0.01
1148944,Day +6,0.01
1148944,Day +7,0.0
1148993,Day +1,0.02
1148993,Day +2,0.01
1148993,Day +3,0.0
1148993,Day +4,0.01
1148993,Day +5,0.01
1148993,Day +6,0.01
1148993,Day +7,0.0
1149171,Day +1,0.02
1149171,Day +2,0.01
1149171,Day +3,0.0
1149171,Day +4,0.01
1149171,Day +5,0.01
1149171,Day +6,0.01
1149171,Day +7,0.0
1149177,Day +1,0.02
1149177,Day +2,0.01
1149177,Day +3,0.0
1149177,Day +4,0.01
1149177,Day +5,0.01
1149177,Day +6,0.01
1149177,Day +7,0.0
114919,Day +1,0.02
114919,Day +2,0.01
114919,Day +3,0.0
114919,Day +4,0.01
114919,Day +5,0.01
114919,Day +6,0.01
114919,Day +7,0.0
1149417,Day +1,0.02
1149417,Day +2,0.01
1149417,Day +3,0.0
1149417,Day +4,0.01
1149417,Day +5,0.01
1149417,Day +6,0.01
1149417,Day +7,0.0
1149666,Day +1,0.02
1149666,Day +2,0.01
1149666,Day +3,0.0
1149666,Day +4,0.01
1149666,Day +5,0.01
1149666,Day +6,0.0
1149666,Day +7,0.0
1149858,Day +1,0.02
1149858,Day +2,0.01
1149858,Day +3,0.0
1149858,Day +4,0.01
1149858,Day +5,0.01
1149858,Day +6,0.01
1149858,Day +7,0.0
1149898,Day +1,0.02
1149898,Day +2,0.01
1149898,Day +3,0.0
1149898,Day +4,0.01
1149898,Day +5,0.01
1149898,Day +6,0.01
1149898,Day +7,0.0
114994,Day +1,0.02
114994,Day +2,0.01
114994,Day +3,0.0
114994,Day +4,0.01
114994,Day +5,0.01
114994,Day +6,0.01
114994,Day +7,0.0
115063,Day +1,0.02
115063,Day +2,0.01
115063,Day +3,0.0
115063,Day +4,0.01
115063,Day +5,0.01
115063,Day +6,0.01
115063,Day +7,0.0
1150830,Day +1,0.02
1150830,Day +2,0.01
1150830,Day +3,0.0
1150830,Day +4,0.01
1150830,Day +5,0.01
1150830,Day +6,0.01
1150830,Day +7,0.0
1150960,Day +1,0.02
1150960,Day +2,0.01
1150960,Day +3,0.0
1150960,Day +4,0.01
1150960,Day +5,0.01
1150960,Day +6,0.01
1150960,Day +7,0.0
1151000,Day +1,0.02
1151000,Day +2,0.01
1151000,Day +3,0.0
1151000,Day +4,0.01
1151000,Day +5,0.01
1151000,Day +6,0.01
1151000,Day +7,0.0
1151045,Day +1,0.02
1151045,Day +2,0.01
1151045,Day +3,0.0
1151045,Day +4,0.01
1151045,Day +5,0.01
1151045,Day +6,0.01
1151045,Day +7,0.0
1151164,Day +1,0.02
1151164,Day +2,0.01
1151164,Day +3,0.0
1151164,Day +4,0.01
1151164,Day +5,0.01
1151164,Day +6,0.01
1151164,Day +7,0.0
1151556,Day +1,0.02
1151556,Day +2,0.01
1151556,Day +3,0.0
1151556,Day +4,0.01
1151556,Day +5,0.01
1151556,Day +6,0.01
1151556,Day +7,0.0
1151590,Day +1,0.02
1151590,Day +2,0.01
1151590,Day +3,0.0
1151590,Day +4,0.01
1151590,Day +5,0.01
1151590,Day +6,0.01
1151590,Day +7,0.0
1151595,Day +1,0.02
1151595,Day +2,0.01
1151595,Day +3,0.0
1151595,Day +4,0.01
1151595,Day +5,0.01
1151595,Day +6,0.01
1151595,Day +7,0.0
1151957,Day +1,0.02
1151957,Day +2,0.01
1151957,Day +3,0.0
1151957,Day +4,0.01
1151957,Day +5,0.01
1151957,Day +6,0.01
1151957,Day +7,0.0
1152253,Day +1,0.02
1152253,Day +2,0.01
1152253,Day +3,0.0
1152253,Day +4,0.01
1152253,Day +5,0.01
1152253,Day +6,0.01
1152253,Day +7,0.0
1152311,Day +1,0.02
1152311,Day +2,0.01
1152311,Day +3,0.0
1152311,Day +4,0.01
1152311,Day +5,0.01
1152311,Day +6,0.01
1152311,Day +7,0.0
1152588,Day +1,0.02
1152588,Day +2,0.01
1152588,Day +3,0.0
1152588,Day +4,0.01
1152588,Day +5,0.01
1152588,Day +6,0.01
1152588,Day +7,0.0
1152869,Day +1,0.02
1152869,Day +2,0.01
1152869,Day +3,0.0
1152869,Day +4,0.01
1152869,Day +5,0.01
1152869,Day +6,0.01
1152869,Day +7,0.0
1153080,Day +1,0.02
1153080,Day +2,0.01
1153080,Day +3,0.0
1153080,Day +4,0.01
1153080,Day +5,0.01
1153080,Day +6,0.01
1153080,Day +7,0.0
115319,Day +1,0.02
115319,Day +2,0.01
115319,Day +3,0.0
115319,Day +4,0.01
115319,Day +5,0.01
115319,Day +6,0.01
115319,Day +7,0.0
1153362,Day +1,0.02
1153362,Day +2,0.01
1153362,Day +3,0.0
1153362,Day +4,0.01
1153362,Day +5,0.01
1153362,Day +6,0.01
1153362,Day +7,0.0
115353,Day +1,0.02
115353,Day +2,0.01
115353,Day +3,0.0
115353,Day +4,0.01
115353,Day +5,0.01
115353,Day +6,0.01
115353,Day +7,0.0
1153706,Day +1,0.02
1153706,Day +2,0.01
1153706,Day +3,0.0
1153706,Day +4,0.01
1153706,Day +5,0.01
1153706,Day +6,0.01
1153706,Day +7,0.0
1015445,Day +1,0.02
1015445,Day +2,0.01
1015445,Day +3,0.0
1015445,Day +4,0.01
1015445,Day +5,0.01
1015445,Day +6,0.01
1015445,Day +7,0.0
1154562,Day +1,0.02
1154562,Day +2,0.01
1154562,Day +3,0.0
1154562,Day +4,0.01
1154562,Day +5,0.01
1154562,Day +6,0.01
1154562,Day +7,0.0
1154817,Day +1,0.02
1154817,Day +2,0.01
1154817,Day +3,0.0
1154817,Day +4,0.01
1154817,Day +5,0.01
1154817,Day +6,0.01
1154817,Day +7,0.0
1154906,Day +1,0.02
1154906,Day +2,0.01
1154906,Day +3,0.0
1154906,Day +4,0.01
1154906,Day +5,0.01
1154906,Day +6,0.01
1154906,Day +7,0.0
1155117,Day +1,0.02
1155117,Day +2,0.01
1155117,Day +3,0.0
1155117,Day +4,0.01
1155117,Day +5,0.01
1155117,Day +6,0.01
1155117,Day +7,0.0
1155154,Day +1,0.02
1155154,Day +2,0.01
1155154,Day +3,0.0
1155154,Day +4,0.01
1155154,Day +5,0.01
1155154,Day +6,0.0
1155154,Day +7,0.0
1155329,Day +1,0.02
1155329,Day +2,0.01
1155329,Day +3,0.0
1155329,Day +4,0.01
1155329,Day +5,0.01
1155329,Day +6,0.01
1155329,Day +7,0.0
1155674,Day +1,0.02
1155674,Day +2,0.01
1155674,Day +3,0.0
1155674,Day +4,0.01
1155674,Day +5,0.01
1155674,Day +6,0.01
1155674,Day +7,0.0
1015569,Day +1,0.02
1015569,Day +2,0.01
1015569,Day +3,0.0
1015569,Day +4,0.01
1015569,Day +5,0.01
1015569,Day +6,0.01
1015569,Day +7,0.0
1155711,Day +1,0.02
1155711,Day +2,0.01
1155711,Day +3,0.0
1155711,Day +4,0.01
1155711,Day +5,0.01
1155711,Day +6,0.01
1155711,Day +7,0.0
1155714,Day +1,0.02
1155714,Day +2,0.01
1155714,Day +3,0.0
1155714,Day +4,0.01
1155714,Day +5,0.01
1155714,Day +6,0.01
1155714,Day +7,0.0
1155778,Day +1,0.02
1155778,Day +2,0.01
1155778,Day +3,0.0
1155778,Day +4,0.01
1155778,Day +5,0.01
1155778,Day +6,0.01
1155778,Day +7,0.0
1155886,Day +1,0.02
1155886,Day +2,0.01
1155886,Day +3,0.0
1155886,Day +4,0.01
1155886,Day +5,0.01
1155886,Day +6,0.01
1155886,Day +7,0.0
1156130,Day +1,0.02
1156130,Day +2,0.01
1156130,Day +3,0.0
1156130,Day +4,0.01
1156130,Day +5,0.01
1156130,Day +6,0.01
1156130,Day +7,0.0
1156310,Day +1,0.02
1156310,Day +2,0.01
1156310,Day +3,0.0
1156310,Day +4,0.01
1156310,Day +5,0.01
1156310,Day +6,0.01
1156310,Day +7,0.0
1156363,Day +1,0.02
1156363,Day +2,0.01
1156363,Day +3,0.0
1156363,Day +4,0.01
1156363,Day +5,0.01
1156363,Day +6,0.01
1156363,Day +7,0.0
1156561,Day +1,0.02
1156561,Day +2,0.01
1156561,Day +3,0.0
1156561,Day +4,0.01
1156561,Day +5,0.01
1156561,Day +6,0.01
1156561,Day +7,0.0
1156992,Day +1,0.02
1156992,Day +2,0.01
1156992,Day +3,0.0
1156992,Day +4,0.01
1156992,Day +5,0.01
1156992,Day +6,0.01
1156992,Day +7,0.0
1157251,Day +1,0.02
1157251,Day +2,0.01
1157251,Day +3,0.0
1157251,Day +4,0.01
1157251,Day +5,0.01
1157251,Day +6,0.01
1157251,Day +7,0.0
1157583,Day +1,0.02
1157583,Day +2,0.01
1157583,Day +3,0.0
1157583,Day +4,0.01
1157583,Day +5,0.01
1157583,Day +6,0.01
1157583,Day +7,0.0
1157664,Day +1,0.02
1157664,Day +2,0.01
1157664,Day +3,0.0
1157664,Day +4,0.01
1157664,Day +5,0.01
1157664,Day +6,0.01
1157664,Day +7,0.0
1157768,Day +1,0.02
1157768,Day +2,0.01
1157768,Day +3,0.0
1157768,Day +4,0.01
1157768,Day +5,0.01
1157768,Day +6,0.01
1157768,Day +7,0.0
1157855,Day +1,0.02
1157855,Day +2,0.01
1157855,Day +3,0.0
1157855,Day +4,0.01
1157855,Day +5,0.01
1157855,Day +6,0.01
1157855,Day +7,0.0
1158018,Day +1,0.02
1158018,Day +2,0.01
1158018,Day +3,0.0
1158018,Day +4,0.01
1158018,Day +5,0.01
1158018,Day +6,0.01
1158018,Day +7,0.0
1158235,Day +1,0.02
1158235,Day +2,0.01
1158235,Day +3,0.0
1158235,Day +4,0.01
1158235,Day +5,0.01
1158235,Day +6,0.01
1158235,Day +7,0.0
1158282,Day +1,0.02
1158282,Day +2,0.01
1158282,Day +3,0.0
1158282,Day +4,0.01
1158282,Day +5,0.01
1158282,Day +6,0.01
1158282,Day +7,0.0
1158450,Day +1,0.02
1158450,Day +2,0.01
1158450,Day +3,0.0
1158450,Day +4,0.01
1158450,Day +5,0.01
1158450,Day +6,0.01
1158450,Day +7,0.0
1158663,Day +1,0.02
1158663,Day +2,0.01
1158663,Day +3,0.0
1158663,Day +4,0.01
1158663,Day +5,0.01
1158663,Day +6,0.01
1158663,Day +7,0.0
1159184,Day +1,0.02
1159184,Day +2,0.01
1159184,Day +3,0.0
1159184,Day +4,0.01
1159184,Day +5,0.01
1159184,Day +6,0.01
1159184,Day +7,0.0
1015934,Day +1,0.02
1015934,Day +2,0.01
1015934,Day +3,0.0
1015934,Day +4,0.01
1015934,Day +5,0.01
1015934,Day +6,0.01
1015934,Day +7,0.0
1159580,Day +1,0.02
1159580,Day +2,0.01
1159580,Day +3,0.0
1159580,Day +4,0.01
1159580,Day +5,0.01
1159580,Day +6,0.01
1159580,Day +7,0.0
115972,Day +1,0.02
115972,Day +2,0.01
115972,Day +3,0.0
115972,Day +4,0.01
115972,Day +5,0.01
115972,Day +6,0.01
115972,Day +7,0.0
1159929,Day +1,0.02
1159929,Day +2,0.01
1159929,Day +3,0.0
1159929,Day +4,0.01
1159929,Day +5,0.01
1159929,Day +6,0.01
1159929,Day +7,0.0
1159988,Day +1,0.02
1159988,Day +2,0.01
1159988,Day +3,0.0
1159988,Day +4,0.01
1159988,Day +5,0.01
1159988,Day +6,0.01
1159988,Day +7,0.0
1160261,Day +1,0.02
1160261,Day +2,0.01
1160261,Day +3,0.0
1160261,Day +4,0.01
1160261,Day +5,0.01
1160261,Day +6,0.01
1160261,Day +7,0.0
1160417,Day +1,0.02
1160417,Day +2,0.01
1160417,Day +3,0.0
1160417,Day +4,0.01
1160417,Day +5,0.01
1160417,Day +6,0.01
1160417,Day +7,0.0
1161033,Day +1,0.02
1161033,Day +2,0.01
1161033,Day +3,0.0
1161033,Day +4,0.01
1161033,Day +5,0.01
1161033,Day +6,0.01
1161033,Day +7,0.0
1161182,Day +1,0.02
1161182,Day +2,0.01
1161182,Day +3,0.0
1161182,Day +4,0.01
1161182,Day +5,0.01
1161182,Day +6,0.01
1161182,Day +7,0.0
1161288,Day +1,0.02
1161288,Day +2,0.01
1161288,Day +3,0.0
1161288,Day +4,0.01
1161288,Day +5,0.01
1161288,Day +6,0.01
1161288,Day +7,0.0
1161521,Day +1,0.02
1161521,Day +2,0.01
1161521,Day +3,0.0
1161521,Day +4,0.01
1161521,Day +5,0.01
1161521,Day +6,0.01
1161521,Day +7,0.0
1162063,Day +1,0.02
1162063,Day +2,0.01
1162063,Day +3,0.0
1162063,Day +4,0.01
1162063,Day +5,0.01
1162063,Day +6,0.01
1162063,Day +7,0.0
1162786,Day +1,0.02
1162786,Day +2,0.01
1162786,Day +3,0.0
1162786,Day +4,0.01
1162786,Day +5,0.01
1162786,Day +6,0.01
1162786,Day +7,0.0
1163377,Day +1,0.02
1163377,Day +2,0.01
1163377,Day +3,0.0
1163377,Day +4,0.01
1163377,Day +5,0.01
1163377,Day +6,0.01
1163377,Day +7,0.0
1163383,Day +1,0.02
1163383,Day +2,0.01
1163383,Day +3,0.0
1163383,Day +4,0.01
1163383,Day +5,0.01
1163383,Day +6,0.01
1163383,Day +7,0.0
1163447,Day +1,0.02
1163447,Day +2,0.01
1163447,Day +3,0.0
1163447,Day +4,0.01
1163447,Day +5,0.01
1163447,Day +6,0.01
1163447,Day +7,0.0
1164027,Day +1,0.02
1164027,Day +2,0.01
1164027,Day +3,0.0
1164027,Day +4,0.01
1164027,Day +5,0.01
1164027,Day +6,0.01
1164027,Day +7,0.0
1164032,Day +1,0.02
1164032,Day +2,0.01
1164032,Day +3,0.0
1164032,Day +4,0.01
1164032,Day +5,0.01
1164032,Day +6,0.01
1164032,Day +7,0.0
1164636,Day +1,0.02
1164636,Day +2,0.01
1164636,Day +3,0.0
1164636,Day +4,0.01
1164636,Day +5,0.01
1164636,Day +6,0.01
1164636,Day +7,0.0
1165048,Day +1,0.02
1165048,Day +2,0.01
1165048,Day +3,0.0
1165048,Day +4,0.01
1165048,Day +5,0.01
1165048,Day +6,0.01
1165048,Day +7,0.0
116535,Day +1,0.02
116535,Day +2,0.01
116535,Day +3,0.0
116535,Day +4,0.01
116535,Day +5,0.01
116535,Day +6,0.01
116535,Day +7,0.0
1165399,Day +1,0.02
1165399,Day +2,0.01
1165399,Day +3,0.0
1165399,Day +4,0.01
1165399,Day +5,0.01
1165399,Day +6,0.01
1165399,Day +7,0.0
1165574,Day +1,0.02
1165574,Day +2,0.01
1165574,Day +3,0.0
1165574,Day +4,0.01
1165574,Day +5,0.01
1165574,Day +6,0.01
1165574,Day +7,0.0
1165791,Day +1,0.02
1165791,Day +2,0.01
1165791,Day +3,0.0
1165791,Day +4,0.01
1165791,Day +5,0.01
1165791,Day +6,0.01
1165791,Day +7,0.0
1165916,Day +1,0.02
1165916,Day +2,0.01
1165916,Day +3,0.0
1165916,Day +4,0.01
1165916,Day +5,0.01
1165916,Day +6,0.01
1165916,Day +7,0.0
116595,Day +1,0.02
116595,Day +2,0.01
116595,Day +3,0.0
116595,Day +4,0.01
116595,Day +5,0.01
116595,Day +6,0.01
116595,Day +7,0.0
1166276,Day +1,0.02
1166276,Day +2,0.01
1166276,Day +3,0.0
1166276,Day +4,0.01
1166276,Day +5,0.01
1166276,Day +6,0.01
